,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,asin,title,brand,Sponsored,Best Seller,Amazon's Choice,Price,Rating,NoofRatings,Discount,Delivery,Prime Delivery,base,image url,cat,Description,A-Description
115,115,115,115,B09KLFQ75K,BOLTT® DOUBLE COLOUR Yoga Mat Free Bag Shoulder Carry Strap Anti Skid Yoga Mat Gym Workout Flooring Exercise Extra Large Extra Thick Long Size Soft Yoga Mat for Men Women Proudly MADE IN INDIA,BOLTT®,0,0,0,749,4.2,19,63,"Monday, February 21",1,19,https://m.media-amazon.com/images/I/31LRVYduclL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09KLFQ75K
116,116,116,116,B08X1J52TH,VIFITKIT Multicolour Non Slip Durable Eco Friendly yoga mat with Free Carrying Bag for Home Gym Outdoors and Pilates (6mm),VIFITKIT,1,0,0,529,3.9,319,69,"Sunday, February 20",1,319,https://m.media-amazon.com/images/I/613EyoK0EiL._AC_UL320_.jpg,Yoga Mat_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08X1J52TH
117,117,117,117,B097DQ3M1X,"MINISO 5mm Anti-slip Yoga Mat,Suitable for Home or Gym Use-Exercise Mats for Yoga and Floor Workout,171CM*61CM*0.5CM",MINISO,1,0,0,800,4.4,11,0,"Monday, February 21",0,11,https://m.media-amazon.com/images/I/61NwapvhQgL._AC_UL320_.jpg,Yoga Mat_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
",SKU: B097DQ3M1X
118,118,118,118,B08JYXFXGG,VIFITKIT Anti Skid and Durable Multicolour Yoga Mat for Home Gym and Outdoor Workout with Free Bag and Strap (Made in India),VIFITKIT,1,0,0,502,3.9,308,50,"Sunday, February 20",1,308,https://m.media-amazon.com/images/I/71keISOabCL._AC_UL320_.jpg,Yoga Mat_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08JYXFXGG
119,119,119,119,B08L6T2STF,"WiseLife Printed Yoga Mat + Yoga strap + Yoga Mat Storage Bag (TPE Material 6mm Extra thick Extra long and wide Exercise mat for workout, fitness, yoga and pilates)",WiseLife,1,0,0,"1,395",4.1,139,40,"Monday, February 21",1,139,https://m.media-amazon.com/images/I/61BwclMbubL._AC_UL320_.jpg,Yoga Mat_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08L6T2STF
120,120,120,120,B09BCCRDNR,"SOLARA Premium Yoga Mats for Men Large, Eco Friendly Non Slip Yoga Mat for Men 6 feet, Non Slip Surface and Optimal Cushioning,72""x 26"" | eBook and 50 videos included |",SOLARA,1,0,0,"1,999",4.4,633,33,"Thursday, February 17",0,633,https://m.media-amazon.com/images/I/71bBhXRL8gL._AC_UL320_.jpg,Yoga Mat_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
",SKU: B09BCCRDNR
121,121,121,121,B01MCWXAJ1,Strauss Yoga Mat,Strauss,1,1,0,699,3.9,"10,661",46,"Monday, February 21",1,"10,661",https://m.media-amazon.com/images/I/71Ei3Ro5RxL._AC_UL320_.jpg,Yoga Mat_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B01MCWXAJ1
122,122,122,122,B094DM5YBB,The Cube Performance Mat | Premium Double sided Yoga Mat with Carry Bag | Anti Skid | Anti Slip | Best for Home Gym Workout | Suitable for both Men & Women,The,1,0,0,"1,999",4.4,47,33,"Monday, February 21",1,47,https://m.media-amazon.com/images/I/61creggdqQS._AC_UL320_.jpg,Yoga Mat_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B094DM5YBB
123,123,123,123,B082RZZVXT,VIFITKIT 6MM Premium Yoga Mat with Free Carrying Bag & Strap for Home Gym and Outdoor Workout with Free Skipping Rope (Made in India),VIFITKIT,1,0,0,529,3.8,593,72,"Sunday, February 20",1,593,https://m.media-amazon.com/images/I/71oF7q0UMxS._AC_UL320_.jpg,Yoga Mat_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B082RZZVXT
124,124,124,124,B08JYXFXGG,VIFITKIT Anti Skid and Durable Multicolour Yoga Mat for Home Gym and Outdoor Workout with Free Bag and Strap (Made in India),VIFITKIT,0,0,0,502,3.9,308,50,"Sunday, February 20",1,308,https://m.media-amazon.com/images/I/71keISOabCL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08JYXFXGG
125,125,125,125,B08X7FT1D1,"Qatalyze Extra Large and Thick Yoga Mat for Men and Women (6 feet 2.7 inch long, 70 cm wide and 12mm thick), Anti Slip Strong Grip Exercise Mat With Carry Strap for Workout and Gym (Black)",Qatalyze,0,0,0,999,4.0,384,50,"Monday, February 21",1,384,https://m.media-amazon.com/images/I/91XxIoOAqLS._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08X7FT1D1
126,126,126,126,B09HP2JXZP,"Fit Capitol Large Premium Yoga Mat, 26” Wide x 72” Long, 6MM Thick, with Carry Bag & Strap, Made in India…",Fit,0,0,0,590,5.0,1,16,"Sunday, February 20",1,1,https://m.media-amazon.com/images/I/61QOgf9hFWL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09HP2JXZP
127,127,127,127,B097K8JY34,"FEGSY Yoga mat for Women and Men with Cover Bag, 6mm Extra Thick Exercise mat for Workout Yoga Fitness Pilates and Meditation, Anti Slip For Home & Gym Use",FEGSY,0,0,0,499,3.6,"1,042",50,"Monday, February 21",0,"1,042",https://m.media-amazon.com/images/I/51HwGZXu97S._AC_UL320_.jpg,Yoga Mat_A1,,SKU: B097K8JY34
128,128,128,128,B07B8RNTZ8,"Kobo NBR Athletica Yoga Mat- Multi-use Thick Exercise Mat, Non-Slip and Anti-Tear. Great for Hot Yoga and The Gym, Home Workout, Pilates, Physio and Camping. Includes Carrying Strap.",Kobo,0,0,0,799,4.0,"1,000",60,"Thursday, February 24",1,"1,000",https://m.media-amazon.com/images/I/51P1fSELUTL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07B8RNTZ8
129,129,129,129,B09QXCDFQJ,Kissero Home Space Yoga MATS for Gym and Home Exercise USE-With Strap,Kissero,0,0,0,499,0.0,0,50,"Monday, February 21",1,"₹499
₹999 Save ₹500 (50%)",https://m.media-amazon.com/images/I/612niE+5EMS._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09QXCDFQJ
130,130,130,130,B01LZ6VMID,RYAN OVERSEAS Striped Cotton Handwoven Yoga/Exercise Mat -62x180 Cm (Assorted rug),RYAN,0,0,0,230,4.0,86,74,"Monday, February 28",0,86,,Yoga Mat_A1,,SKU: B01LZ6VMID
131,131,131,131,B09PNR81ZL,"Eurofil Multicolor Yoga Mat 4mm for Yoga, Exercise and Fitness",Eurofil,0,0,0,269,0.0,0,82,"Tuesday, February 22",0,"₹269
₹1,499 Save ₹1,230 (82%)",https://m.media-amazon.com/images/I/41p6zDFn-+L._AC_UL320_.jpg,Yoga Mat_A1,,SKU: B09PNR81ZL
132,132,132,132,B08W46Z76C,EFFINGO Non-Slip surface Yoga Mat with Bag and Carry Strap for Exercise or Fitness (4MM),EFFINGO,0,0,0,273,3.6,659,73,"Monday, February 21",0,659,https://m.media-amazon.com/images/I/41OYtELr65L._AC_UL320_.jpg,Yoga Mat_A1,,SKU: B08W46Z76C
133,133,133,133,B09QM7WY71,"Kids Mandi Home Runner Workout Yoga Mat | Eco-Friendly, Soft, Non-Slip, Grippy, Yogamat for Yoga, Exercise, Fitness for Men & Women - 60""x 24"" (Cover Not Included)",Kids,0,0,0,749,3.4,74,38,"Saturday, February 19",1,74,https://m.media-amazon.com/images/I/51AwIGFtH1L._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09QM7WY71
134,134,134,134,B09F9XQ6MX,"SAAGAS Yoga mat with skipping rope for gym workout and yoga exercise with 4mm thickness, Anti-slip yoga mat for men and women, Yoga mat combo with skipping rope",SAAGAS,0,0,0,299,2.9,2,50,"Tuesday, February 22",0,2,https://m.media-amazon.com/images/I/61c5fKqtdlL._SX450_.jpg,Yoga Mat_A1,,SKU: B09F9XQ6MX
135,135,135,135,B09GJKYTQZ,Bodylastics Yoga Mat for Men and Women with Carry Bag TPE 6ft x 2ft x 6mm Large Size Anti Slip & Anti Tear Workout Mat,Bodylastics,0,0,0,"1,299",4.6,464,57,"Friday, February 18",1,464,https://m.media-amazon.com/images/I/81eB0r8koXL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09GJKYTQZ
136,136,136,136,B01MZ6DSQP,MGS Yoga Mat Anti Skid Yoga mat for Gym Workout and Flooring Exercise - 6 mm Yoga Mate for Men Women(Multi Color),MGS,0,0,0,575,0.0,0,42,"Thursday, February 24",0,"₹575
₹999 Save ₹424 (42%)",https://m.media-amazon.com/images/I/71p0LSrGeWL._AC_UL320_.jpg,Yoga Mat_A1,,SKU: B01MZ6DSQP
137,137,137,137,B08R5NPXNX,Yogarise Anti Skid Yoga mat for Men and Women with Free Carrying Bag and Shoulder Strap for Home Gym and Outdoor Workout,Yogarise,0,0,0,429,3.9,341,71,"Sunday, February 20",0,341,https://m.media-amazon.com/images/I/719fW6sKkuS._SX466_.jpg,Yoga Mat_A1,,SKU: B08R5NPXNX
138,138,138,138,B00NNID16G,AEROLITE Double Colour 24 X 78 Extra Long Extra Wide Yoga mat/Fitness Mat,AEROLITE,0,0,0,919,4.1,71,53,"Friday, February 18",1,71,https://m.media-amazon.com/images/I/71R3klW8WVL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B00NNID16G
139,139,139,139,B098LT6NT6,"XTROKE® Yoga Mat for Comfort / Anti-Skid Surface Mat And aerobics , Fitness and Exercise (Multicolor)",XTROKE®,0,0,0,398,3.7,8,87,"Tuesday, February 22",0,8,https://m.media-amazon.com/images/I/61pLaI4MftL._AC_UL320_.jpg,Yoga Mat_A1,,SKU: B098LT6NT6
140,140,140,140,B08W1WMQ1V,WiseLife TRU Alignment Yoga Mat + Sleek Yoga Strap + Yoga Mat Storage Bag for Men and Women ( ProBalance TPE Material 6mm Extra Thick Extra Long Extra Wide),WiseLife,1,0,0,"1,295",4.2,178,48,"Monday, February 21",1,178,https://m.media-amazon.com/images/I/51SUp6dNltL._SY450_.jpg,Yoga Mat_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08W1WMQ1V
141,141,141,141,B08BKXBMZD,"MINISO Yoga Mat-Yoga Mat Thick Perfect for Home or Gym Use-Exercise Mats for Yoga and Floor Workout-Yoga Mat Non-Slip, Includes Free Strap (L173cm X W61cm X Thick 3mm)-Workout Mat",MINISO,1,0,0,500,4.1,101,0,"Monday, February 21",0,101,https://m.media-amazon.com/images/I/41Fj9PkOReL._AC_UL320_.jpg,Yoga Mat_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
",SKU: B08BKXBMZD
142,142,142,142,B08TWZZYQ5,Yogarise Yoga & Exercise Mat for Gym Workout and Flooring Exercise for Men and Women with Bag and Strap,Yogarise,1,0,0,429,3.9,781,75,"Sunday, February 20",0,781,https://m.media-amazon.com/images/I/71RcagPCReL._AC_UL320_.jpg,Yoga Mat_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
",SKU: B08TWZZYQ5
143,143,143,143,B08QZZNJWT,Amazon Brand - Symactive EVA Anti-Slip Exercise Yoga Mat with Carrying Bag,Amazon,1,0,0,475,4.2,108,64,"Saturday, February 19",0,108,https://m.media-amazon.com/images/I/71oNaqPrCuS._SX425_.jpg,Yoga Mat_A1,"<span style=""font-size: 10pt; color: #999999;"">Sponsored</span>
",SKU: B08QZZNJWT
144,144,144,144,B08GNHPGBK,ARNV 8mm Yoga Mat (Black) with Carrying Strap (Made in India),ARNV,0,0,0,599,3.8,147,14,"Sunday, February 20",1,147,https://m.media-amazon.com/images/I/71UKxOFL6NL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08GNHPGBK
145,145,145,145,B09K3XJG8Q,Manya Fitness Mantra Yoga Mat For Gym Workout And Yoga Exercise With 4MM Thickness (Blue Colour),Manya,0,0,0,298,0.0,0,50,"Tuesday, February 22",1,"₹298
₹599 Save ₹301 (50%)",,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09K3XJG8Q
146,146,146,146,B09B2CZMFS,"RVG® Yoga mat for Women and Men with Bag, EVA Material 6mm Extra Thick Exercise mat for Workout Yoga Fitness Pilates and Meditation, Anti Tear Anti Slip For Home & Gym Use",RVG®,0,0,0,499,3.6,139,62,"Sunday, February 20",1,139,https://m.media-amazon.com/images/I/51cMpay3QeL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09B2CZMFS
147,147,147,147,B094ZFGRYS,"OJS ® Yoga Mat for Men and Women EVA Material with Carrying Bag, (6mm) Extra Thick Exercise Mats for Workout Yoga Fitness Pilates & High-Density Anti-Tear Non-Slip",OJS,0,0,0,499,3.6,329,38,"Monday, February 21",1,329,https://m.media-amazon.com/images/I/6175PVX1oGS._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B094ZFGRYS
148,148,148,148,B09P43JWR2,TREEIFY Yoga MAT 6 feet long yoga mat with Anti Skid Light Weight Extra Large Made by EVA Quality for Men & Women 6 Feet Yoga Mat Meditation mat Gym Workout and Yoga Exercise Multicolor yoga mat,TREEIFY,0,0,0,399,4.3,3,73,"Monday, February 21",0,3,https://m.media-amazon.com/images/I/61T-6ilZgVL._AC_UL320_.jpg,Yoga Mat_A1,,SKU: B09P43JWR2
149,149,149,149,B08F3C2K4Q,Quickshel Yoga Mat with Carrying Bag Anti Skid Yoga mat for Gym Workout and Flooring Exercise Extra Thick Long Size Yoga Mat for Men Women Thickness 6mm,Quickshel,0,0,0,399,3.7,25,56,"Monday, February 21",0,25,https://m.media-amazon.com/images/I/71pPWovWvYL._AC_UL320_.jpg,Yoga Mat_A1,,SKU: B08F3C2K4Q
150,150,150,150,B09BX8H9ZQ,"Fitness Non Slip Yoga Mat for Home, Gym, Workout Etc 72 x 24 inches for Men & Women.4mm",Fitness,0,0,0,399,0.0,0,60,"Monday, February 21",1,"₹399
₹999 Save ₹600 (60%)",https://m.media-amazon.com/images/I/51VBzPMjncL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09BX8H9ZQ
151,151,151,151,B09RM5FKCM,EFFINGO Army Green & Black Combination 4mm Yoga Mat with / Non slip yoga Mat surface Sticky Yoga Mat ( Army Green & Black 4MM ) (6MM With Yoga mat Strap),EFFINGO,0,0,0,389,0.0,0,61,"Tuesday, February 22",0,"₹389
₹999 Save ₹610 (61%)",https://m.media-amazon.com/images/I/91YU9xieu0L._SX425_.jpg,Yoga Mat_A1,,SKU: B09RM5FKCM
152,152,152,152,B09BB1V42V,Ozoy 13mm Extra Thick Yoga and Exercise Mat Anti Skid with Carrying Strap for Gym Workout and Flooring Exercise With bag (13MM-GREY),Ozoy,0,0,0,799,4.5,19,53,"Monday, February 21",1,19,https://m.media-amazon.com/images/I/71h+o7EwMCL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09BB1V42V
153,153,153,153,B08F38NZ8T,"FOXWHEEL 100% EVA Eco Friendly Mat, Exercise & Gym Mat with Yoga Strap Yoga Mat",FOXWHEEL,0,0,0,249,3.0,7,50,"Wednesday, February 23",0,7,https://m.media-amazon.com/images/I/71Z0zp6C6tL._SX450_.jpg,Yoga Mat_A1,,SKU: B08F38NZ8T
154,154,154,154,B095J1B3BC,PlantaZee Anti Skid Yoga Mat 4mm Pack of 2,PlantaZee,0,0,0,350,4.1,2,22,"Monday, February 21",1,2,https://m.media-amazon.com/images/I/31eXEhBoPaS._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B095J1B3BC
155,155,155,155,B09J2H48X9,FoxHill Pure Eva 4mm Anti skid mat for Gym & Excercise,FoxHill,0,0,0,249,2.1,3,58,"Wednesday, February 23",0,3,https://m.media-amazon.com/images/I/514M8aAvvwL._AC_UL320_.jpg,Yoga Mat_A1,,SKU: B09J2H48X9
156,156,156,156,B07YCX818T,"MINISO Yoga Mat-Yoga Mat Thick Perfect for Home or Gym Use-Exercise Mats for Yoga and Floor Workout-Yoga Mat Non-Slip, Includes Free Strap (L173cm X W61cm X Thick 3mm)-Workout Mat",MINISO,0,0,0,490,4.1,101,0,"Friday, February 18",0,101,https://m.media-amazon.com/images/I/41Fj9PkOReL._SY450_.jpg,Yoga Mat_A1,,SKU: B07YCX818T
157,157,157,157,B09B6YQG85,Yoga Mat 6mm Anti Skid Yoga Mat For Home And Gym Workout With Bag And Carry Strap,Yoga,0,0,0,369,5.0,1,82,"Tuesday, February 22",0,1,https://m.media-amazon.com/images/I/61gxMKrQzvL._AC_UL320_.jpg,Yoga Mat_A1,,SKU: B09B6YQG85
158,158,158,158,B08R92S78L,Yogarise Multicolour Yoga mat with Superior Cushioning and Sweat Free Texture with Free Carrying Bag and Strap (Made in India),Yogarise,0,0,0,529,3.7,408,67,"Sunday, February 20",1,408,https://m.media-amazon.com/images/I/71AtKvDpsuL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08R92S78L
159,159,159,159,B09JP3FJ8Q,Flexnest® 8mm Extra Thick Yoga Mat for Men and women TPE Material Thick Exercise Mat for Workout Yoga Fitness & High-Density Anti-Tear Non-Slip,Flexnest®,0,0,0,"2,499",4.8,7,37,"Sunday, February 20",1,7,https://m.media-amazon.com/images/I/61gAvw+ywbL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09JP3FJ8Q
160,160,160,160,B084TJSLSR,"The Home Decor Experts Anti Skid Yoga Mat for Gym Workout and Flooring Exercise, Meditation, Gym Mat for Men & Women (Size 6 x 2 Feet, Thickness: 5 MM)",The,0,0,0,399,3.1,42,56,"Tuesday, February 22",1,42,https://m.media-amazon.com/images/I/31y2E2GIZOL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B084TJSLSR
161,161,161,161,B09K3YXSB5,"House of Handmade - Handwoven Cotton Yoga Mat for Women and Men with High Density Anti-Slip Backing, Carry Bag & Strap | 100% Cotton | Eco-Friendly | 10 MM Thickness | For Home & Gym Use.",House,0,0,0,850,4.8,6,57,"Tuesday, February 22",0,6,https://m.media-amazon.com/images/I/81yES3cYI6L._AC_UL320_.jpg,Yoga Mat_A1,,SKU: B09K3YXSB5
162,162,162,162,B09HCLDXX2,Nirgun Empex Yoga mat 6mm Thickness for Women and Men For Gym Workout and Yoga Exercise and Home Fitness (Multicolor),Nirgun,0,0,0,449,4.0,1,55,"Monday, February 21",1,1,https://m.media-amazon.com/images/I/31HukwDWHzL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09HCLDXX2
163,163,163,163,B09JZJQF42,"Inditradition Economic Exercise & Yoga Mat (6mm Thick, Pack of 1) | Ultralight, Soft PVC, Anti-Slip, Indoor-Outdoor Use (Assorted Colour)",Inditradition,0,0,0,499,0.0,0,58,"Monday, February 21",1,"₹499
₹1,200 Save ₹701 (58%)",https://m.media-amazon.com/images/I/41U+6g7r3bL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B09JZJQF42
164,164,164,164,B07RCMR95R,AmazonBasics 6 mm Thick TPE Yoga Mat,AmazonBasics,0,0,0,"1,059",4.4,563,61,"Friday, February 18",1,563,https://m.media-amazon.com/images/I/711I1HY4FjL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07RCMR95R
165,165,165,165,B07R6TQLF9,AmazonBasics 6 mm Thick TPE Yoga Mat,AmazonBasics,0,0,0,881,4.4,610,67,"Sunday, February 20",1,610,https://m.media-amazon.com/images/I/71NNoJ8-gaL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07R6TQLF9
166,166,166,166,B08HZ8JLFR,Yozo 13 mm Extra Thick Yoga and Exercise Mat Anti Skid with Carrying Strap for Gym Workout and Flooring Exercise,Yozo,0,0,0,799,3.8,720,77,"Monday, February 21",1,720,,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08HZ8JLFR
167,167,167,167,B09HTX815C,Hbn Telebrand Yoga and Exercise Mat 8mm Extra Thick Mat,Hbn,0,0,0,499,0.0,0,44,"Wednesday, February 23",0,"₹499
₹899 Save ₹400 (44%)",https://m.media-amazon.com/images/I/71OONsSCaeS._SY450_.jpg,Yoga Mat_A1,,SKU: B09HTX815C
168,168,168,168,B07MNL598L,"Boldfit Yoga mat for Women and Men with Cover Bag TPE Material 6mm Extra Thick Exercise mat for Workout Yoga Fitness Pilates and Meditation, Anti Tear Anti Slip",Boldfit,0,0,0,"1,899",4.3,"1,183",24,"Friday, February 18",1,"1,183",https://m.media-amazon.com/images/I/61eS3QyId+L._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07MNL598L
169,169,169,169,B0749W92XF,"AmazonBasics Yoga & Exercise Mat with Carrying Strap, 1/4"", Purple",AmazonBasics,0,0,0,599,4.1,227,54,"Sunday, February 20",1,227,https://m.media-amazon.com/images/I/81cAaKJ16CL._SX450_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B0749W92XF
170,170,170,170,B08L416KPS,"Vision INTARNATIONAL Yoga Mat with Shoulder Strap and Carrying Bag, High Density Yoga mats for Home, Gym & Outdoor Workout 6mm Multicolor",Vision,0,0,0,295,4.1,3,26,"Monday, February 21",1,3,https://m.media-amazon.com/images/I/41VHIpszHjL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B08L416KPS
171,171,171,171,B08899J8R1,Vyom Toys EVA Foam Yoga Mat with Carry Straps 6mm Thickness,Vyom,0,0,0,398,5.0,1,50,"Wednesday, February 23",0,1,https://m.media-amazon.com/images/I/61MOAAM6gwS._AC_UL320_.jpg,Yoga Mat_A1,,SKU: B08899J8R1
172,172,172,172,B07NX2LM3T,AmazonBasics 13 mm Thick Yoga Mat,AmazonBasics,0,0,0,"1,502",4.1,668,74,"Friday, February 18",1,668,https://m.media-amazon.com/images/I/81C6wmEfWoL._AC_UL320_.jpg,Yoga Mat_A1,"<img class=""alignnone  wp-image-20196"" src=""http://65.0.75.99/wp-content/uploads/2022/05/prime-delivery-1.jpg"" alt="""" width=""57"" height=""24"" /></span>
",SKU: B07NX2LM3T
